name,archival_initial_length,starting_best_length,best_rank2_length,best_any_rank_length,best_certified_length,status,best_rank,best_words,gain_this_session,certificate_kind,source_certificate_pointer,best_rank2_words,best_rank2_certificate_kind,best_rank2_source_certificate_pointer
aca_30,17,17,17,17,17,unsolved,2,"[""YYXXyx"",""YYYYYxyXXyX""]",0,identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_30,"[""YYXXyx"",""YYYYYxyXXyX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_30
aca_31,17,17,17,17,17,unsolved,2,"[""YYXXyxx"",""YYYYYXyXyx""]",0,identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_31,"[""YYXXyxx"",""YYYYYXyXyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_31
aca_32,17,17,17,16,16,unsolved,3,"[""ZXY"",""XzxxZY"",""XZZYYYY""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/32/best,"[""YXXYxxyx"",""YYYYXyxyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_32
aca_33,17,17,17,16,16,unsolved,3,"[""ZXy"",""XXzxZY"",""YYzzxyx""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/33/best,"[""YXXXyxYx"",""YYXyXyxyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_33
aca_34,18,16,16,16,16,unsolved,2,"[""YXXyxYx"",""YYYYXyyxx""]",0,identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_34,"[""YXXyxYx"",""YYYYXyyxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_34
aca_35,18,18,18,18,18,unsolved,2,"[""YYXXXyx"",""YYYxxyxyXyX""]",0,identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_35,"[""YYXXXyx"",""YYYxxyxyXyX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_35
aca_36,18,16,16,16,16,unsolved,2,"[""YXXyxYx"",""YYYxYYXYX""]",0,identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_36,"[""YXXyxYx"",""YYYxYYXYX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_36
aca_37,19,19,19,17,17,unsolved,3,"[""ZYY"",""XXXYxxz"",""XZZxYzz""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/37/best,"[""YYXXXYxx"",""YYYYYXyyyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_37
aca_38,19,19,19,17,17,unsolved,3,"[""ZYY"",""XXXyxxz"",""XZZxYzz""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/38/best,"[""YYXXXyxx"",""YYYYYXyyyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_38
aca_39,19,19,19,18,18,unsolved,3,"[""ZYY"",""XXXYxYxY"",""XZZxYzz""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/39/best,"[""YXXXYxYx"",""YYYYYXyyyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_39
aca_40,19,19,19,18,18,unsolved,3,"[""ZYY"",""XXXyxYxY"",""XYzzxZZ""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/40/best,"[""YXXXyxYx"",""YYYYYxyyyyX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_40
aca_41,19,19,19,18,18,unsolved,3,"[""ZYY"",""XYxxxYXy"",""XZZxYzz""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/41/best,"[""YXyXYxxx"",""YYYYYXyyyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_41
aca_42,19,19,19,18,18,unsolved,3,"[""ZYY"",""XXXyxYxY"",""XZZxYzz""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/42/best,"[""YXXXyxYx"",""YYYYYXyyyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_42
aca_43,19,18,18,17,17,unsolved,3,"[""ZXy"",""XzxxYY"",""XYZyXZyz""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/43/best,"[""YYXXyxx"",""YYxyXYxyXyX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_43
aca_44,19,18,18,17,17,unsolved,3,"[""ZXy"",""XXYZYY"",""XZxYzxYz""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/44/best,"[""YYXXYYx"",""YXyXYxxYXyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_44
aca_45,19,19,19,17,17,unsolved,3,"[""ZXXy"",""XZxYz"",""XXXZYYYY""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/45/best,"[""YXXyXYxxx"",""YYYYXXXYxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_45
aca_46,19,19,19,18,18,unsolved,3,"[""ZYY"",""XXYxxyxY"",""XZZxYzz""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/46/best,"[""YXXYxxyx"",""YYYYYXyyyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_46
aca_47,19,19,19,18,18,unsolved,3,"[""ZYY"",""XXYxxyXY"",""XYzzxZZ""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/47/best,"[""YXXYxxyX"",""YYYYYxyyyyX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_47
aca_48,19,19,19,17,17,unsolved,3,"[""ZXXy"",""XzxZY"",""YYYYzxxx""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/48/best,"[""YXXXyxYxx"",""YYYYXXyxxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_48
aca_49,19,19,19,18,18,unsolved,3,"[""ZYY"",""XXYxxyxY"",""XYzzxZZ""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/49/best,"[""YXXYxxyx"",""YYYYYxyyyyX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_49
aca_50,19,19,19,18,18,unsolved,3,"[""ZYY"",""XXYxxyXY"",""XZZxYzz""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/50/best,"[""YXXYxxyX"",""YYYYYXyyyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_50
aca_51,19,19,19,18,18,unsolved,3,"[""ZYY"",""XXYxYxxY"",""XZZxYzz""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/51/best,"[""YXXYxYxx"",""YYYYYXyyyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_51
aca_52,19,19,19,18,18,unsolved,3,"[""ZYY"",""XXyXyxxY"",""XZZxYzz""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/52/best,"[""YXXyXyxx"",""YYYYYXyyyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_52
aca_53,18,18,18,17,17,unsolved,3,"[""ZXy"",""XzxZY"",""YYzyzxyxx""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/53/best,"[""YXXyxYx"",""YYXyyXyxyxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_53
aca_54,19,19,19,16,16,unsolved,3,"[""Zxx"",""YYZZyz"",""YYzyXZZ""]",3,theorem_backed_stable_prefix,primitive_compression_report.json#/rows/17/attempts/0/boundaries/2,"[""YYXXXXyxx"",""YYxxyXXXXX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_54
aca_55,19,18,18,17,17,unsolved,3,"[""ZyxYY"",""XXXyxz"",""XXZYxY""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/55/best,"[""YYXXXyxyx"",""YYxYXXyyX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_55
aca_56,19,19,19,18,18,unsolved,3,"[""ZXX"",""XyZYYz"",""XYYXYYZyz""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/56/best,"[""YYXXXyxx"",""YYXYYxxyXXX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_56
aca_57,19,19,19,18,18,unsolved,3,"[""ZXX"",""XyZYYz"",""XYYxyzzYY""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/57/best,"[""YYXXXyxx"",""YYXYYxyXXXX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_57
aca_58,20,17,17,17,17,unsolved,2,"[""YXXyxYx"",""YYYYYXyyxx""]",0,identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_58,"[""YXXyxYx"",""YYYYYXyyxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_58
aca_59,20,20,20,17,17,unsolved,3,"[""Zxx"",""YZYzyz"",""YYYYxzzz""]",3,theorem_backed_stable_prefix,primitive_compression_report.json#/rows/6/attempts/0/boundaries/2,"[""YXXYxxyxx"",""YYYYxxxxxxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_59
aca_60,20,20,20,18,18,unsolved,3,"[""ZXXy"",""XzxZY"",""YYYYYzxxx""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/60/best,"[""YXXXyxYxx"",""YYYYYXXyxxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_60
aca_61,20,20,20,18,18,unsolved,3,"[""ZXXy"",""XZxYz"",""XXXZYYYYY""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/61/best,"[""YXXyXYxxx"",""YYYYYXXXYxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_61
aca_62,21,21,21,19,19,unsolved,3,"[""ZYY"",""XXXYxYxY"",""XZZyxzzz""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/62/best,"[""YXXXYxYx"",""YYYYYYXyyyyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_62
aca_63,21,21,21,19,19,unsolved,3,"[""ZYY"",""XXXyxYxY"",""XzzzxZZy""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/63/best,"[""YXXXyxYx"",""YYYYYYxyyyyyX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_63
aca_64,21,21,21,19,19,unsolved,3,"[""ZYY"",""XYxxxYXy"",""XZZyxzzz""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/64/best,"[""YXyXYxxx"",""YYYYYYXyyyyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_64
aca_65,21,21,21,19,19,unsolved,3,"[""ZYY"",""XXXyxYxY"",""XZZyxzzz""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/65/best,"[""YXXXyxYx"",""YYYYYYXyyyyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_65
aca_66,21,20,20,18,18,unsolved,3,"[""ZXYx"",""XXZxxYY"",""XyZYZYY""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/66/best,"[""YYXXXyxxx"",""YYXyXyxYXyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_66
aca_67,21,20,20,19,19,unsolved,3,"[""ZXY"",""XXXyXXzY"",""XZYXZyzY""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/67/best,"[""YYXXXyXXX"",""YYXyxYXyxyX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_67
aca_68,21,21,21,19,19,unsolved,3,"[""ZYY"",""XXYxxyxY"",""XZZyxzzz""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/68/best,"[""YXXYxxyx"",""YYYYYYXyyyyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_68
aca_69,21,21,21,19,19,unsolved,3,"[""ZYY"",""XXYxxyXY"",""XzzzxZZy""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/69/best,"[""YXXYxxyX"",""YYYYYYxyyyyyX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_69
aca_70,21,21,21,19,19,unsolved,3,"[""ZYY"",""XXYxxyxY"",""XzzzxZZy""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/70/best,"[""YXXYxxyx"",""YYYYYYxyyyyyX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_70
aca_71,20,19,19,17,17,unsolved,3,"[""ZXYx"",""XXZxYY"",""XYYZyzy""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/71/best,"[""YYXXXyxx"",""YYXyxyXYxyX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_71
aca_72,20,18,18,17,17,unsolved,3,"[""ZXy"",""XzxxYY"",""XYZyzxyz""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/72/best,"[""YYXXyxx"",""YYxyXyxyXyX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_72
aca_73,21,21,21,19,19,unsolved,3,"[""ZYY"",""XXYxxyXY"",""XZZyxzzz""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/73/best,"[""YXXYxxyX"",""YYYYYYXyyyyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_73
aca_74,21,21,21,19,19,unsolved,3,"[""ZYY"",""XXyXyxxY"",""XZZyxzzz""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/74/best,"[""YXXyXyxx"",""YYYYYYXyyyyyx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_74
aca_75,21,21,21,19,19,unsolved,3,"[""ZXXy"",""XzxZY"",""XXXZYYYYYY""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/75/best,"[""YXXXyxYxx"",""YYYYYYXXXYxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_75
aca_76,21,21,21,19,19,unsolved,3,"[""ZXXy"",""XzxZY"",""YYYYYYzxxx""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/76/best,"[""YXXXyxYxx"",""YYYYYYXXyxxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_76
aca_77,21,21,21,19,19,unsolved,3,"[""ZXXy"",""XZxYz"",""XXXZYYYYYY""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/77/best,"[""YXXyXYxxx"",""YYYYYYXXXYxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_77
aca_78,21,19,19,18,18,unsolved,3,"[""ZXY"",""XXyXZY"",""XZyZxYYYz""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/78/best,"[""YXXyXyx"",""YYYXYXyxyyxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_78
aca_79,21,21,21,18,18,unsolved,3,"[""ZXX"",""XyyZYYz"",""XyZYZYzz""]",3,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/79/best,"[""YYXXXyyxx"",""YXXXXXyxxYxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_79
aca_80,21,19,19,18,18,unsolved,3,"[""ZXYYY"",""XyzxyXz"",""YYXXyx""]",1,theorem_backed_stable_prefix,primitive_compression_report.json#/rows/5/attempts/0/boundaries/2,"[""YYXXyx"",""YYYXyXYYYxyXX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_80
aca_81,22,18,18,17,17,unsolved,3,"[""ZYY"",""XXyxYxY"",""XZxxzzz""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/81/best,"[""YXXyxYx"",""YYYYYYXyyxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_81
aca_82,22,22,22,20,20,unsolved,3,"[""ZXYY"",""XyxxZYz"",""YYYXXXXXZ""]",2,theorem_backed_stable_prefix,primitive_compression_report.json#/rows/8/attempts/0/boundaries/2,"[""YYYXXXXXyyx"",""YYXyxxyyxYX""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_82
aca_83,22,22,22,20,20,unsolved,3,"[""ZXXy"",""XZxYz"",""YYYYYYYzxxx""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/83/best,"[""YXXyXYxxx"",""YYYYYYYXXyxxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_83
aca_84,22,22,22,20,20,unsolved,3,"[""ZXXy"",""XzxZY"",""XXXZYYYYYYY""]",2,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/84/best,"[""YXXXyxYxx"",""YYYYYYYXXXYxx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_84
aca_85,22,18,18,17,17,unsolved,3,"[""ZYY"",""XYxxYXy"",""XXzxzzz""]",1,theorem_backed_stable_prefix,stable_dictionary_compression_report.json#/rows/85/best,"[""YXyXYxx"",""YYYYYYXXYYx""]",identity_at_saved_start,data/ms_unsolved_reps/aca_124_best.csv#name=aca_85
